Date,Product,Quantity,Price
2025-09-03,Eggplant,479.9,37.836
2023-08-16,Pears,333.0,44.83
2024-11-30,Milk Fresh,171.7,60.05
2025-03-09,Bananas,84.1,65.15
2025-12-27,Pears,293.4,98.87
2023-07-08,Onions White,460.4,30.66
2024-06-24,Cucumbers,149.1,24.55
2025-08-17,Oats,1434.3,53.44
2024-09-24,Tomatoes Cherry,220.6,23.52
2025-07-17,Milk Almond,123.4,62.66
2023-08-23,Wheat Durum,1694.4,50.13
2024-09-04,Lettuce,580.8,19.98
2023-06-12,Pears,470.2,51.59
2025-06-20,Cheese Cheddar,165.6,73.58
2023-04-06,Strawberries,336.7,67.39
2023-10-29,Lettuce,455.8,21.03
2023-04-24,Corn White,1383.6,38.33
2024-07-14,Cheese Mozzarella,103.2,61.716
2024-07-02,Cheese Mozzarella,132.6,141.12
2023-02-09,Onions White,252.5,34.9
2025-04-19,Grapes Green,235.4,83.09
2023-04-12,Wheat Durum,1992.8,51.01
2023-10-03,Rice Basmati,2251.3,59.016
2023-07-06,Pineapple,105.8,43.67
2025-08-06,Cream,174.0,33.62
2024-07-30,Mangoes,336.7,49.236
2024-03-20,Soybeans,811.0,66.96
2024-02-22,Eggs,172.8,118.45
2024-07-27,Raspberries,84.2,92.12
2025-03-07,Quinoa,1817.8,42.852
2023-08-06,Rice Basmati,879.9,53.69
2024-09-25,Corn White,1470.5,31.93
2023-07-20,Apples Red,68.9,75.048
2025-12-10,Yogurt Greek,350.4,101.88
2023-07-21,Soybeans,1286.3,37.87
2023-08-19,Carrots,200.6,38.56
2023-10-03,Peppers Bell,551.5,22.44
2024-01-26,Oats,1370.6,40.61
2024-02-01,Wheat Durum,656.0,54.072
2025-04-29,Wheat Durum,553.5,38.75
2025-03-22,Wheat Organic,1255.6,55.93
2024-02-16,Oats,1570.0,51.06
2023-07-11,Peaches,51.4,75.4
2025-09-26,Potatoes,203.2,27.37
2023-01-19,Cream,290.8,166.26000000000002
2024-04-06,Oats,1006.7,44.86
2025-09-13,Potatoes Sweet,174.9,19.044
2023-05-28,Broccoli,123.4,29.879999999999995
2023-02-27,Barley,1436.2,66.984
2023-06-17,Milk Fresh,129.3,120.708
2025-05-24,Pineapple,385.9,98.07
2024-02-11,Corn White,825.7,30.43
2025-02-23,Apples Green,122.6,41.62
2023-04-19,Apples Green,57.4,71.32
2025-09-08,Tomatoes Cherry,381.0,25.66
2025-09-21,Butter,337.7,51.47
2024-08-15,Milk Almond,348.0,93.44
2023-05-14,Cauliflower,565.9,31.18
2023-11-23,Milk Fresh,413.4,165.672
2023-11-12,Yogurt Greek,485.3,101.36
2023-01-18,Peaches,265.1,98.04
2023-09-20,Rice Premium,1758.4,36.94
2023-12-21,Plums,188.8,41.42
2024-09-19,Rice Premium,1524.6,58.66
2025-09-08,Mangoes,286.5,97.92
2025-07-21,Cheese Feta,223.8,127.54
2025-03-19,Cheese Cheddar,170.4,128.55
2025-05-31,Barley,1582.5,50.81
2025-03-13,Carrots,214.2,24.72
2023-02-01,Soybeans,1036.0,32.8
2024-09-07,Rice Basmati,1765.1,39.76
2024-05-07,Eggplant,380.5,25.356
2024-06-23,Cream,445.0,45.77
2025-11-11,Oats,1443.5,40.812
2024-11-08,Grapes Red,136.8,118.212
2023-07-21,Bananas,195.0,60.14
2025-06-26,Eggs,450.1,46.1
2024-02-02,Cream,134.2,65.0
2024-09-18,Corn Yellow,1864.9,32.16
2023-02-13,Rice Basmati,1186.3,53.4
2024-01-15,Wheat Organic,1028.8,43.07
2024-01-31,Zucchini,369.5,15.62
2023-08-20,Milk Fresh,47.6,84.31
2023-01-29,Mangoes,353.8,87.29
2025-01-04,Cheese Feta,278.5,61.19
2024-10-27,Oranges Navel,361.1,84.55
2023-07-28,Soybeans,1055.1,30.69
2024-08-05,Oranges Navel,381.5,76.38
2025-07-22,Eggs,287.2,60.0
2025-10-04,Onions Red,124.1,32.39
2024-07-03,Oranges Navel,351.4,82.872
2023-10-14,Corn White,2192.8,47.72
2024-01-30,Blueberries,256.4,55.26
2024-01-15,Carrots,225.7,30.88
2025-05-27,Wheat Durum,735.6,44.016
2024-11-25,Strawberries,126.1,40.86
2023-07-15,Potatoes,389.6,21.85
2025-06-20,Peppers Bell,721.0,19.33
2024-02-16,Cream,216.4,27.94
2025-07-20,Corn Yellow,1928.3,53.81
2023-09-25,Yogurt Plain,41.1,54.27
2024-03-11,Potatoes,534.2,28.43
2023-04-18,Onions White,499.4,37.06
2023-09-04,Corn Yellow,1027.5,35.75
2024-02-05,Eggs,231.0,143.3
2025-01-04,Wheat Organic,1585.1,36.87
2023-05-18,Lettuce,437.9,31.6
2023-05-28,Milk Fresh,86.8,74.25
2024-11-27,Cheese Cheddar,470.7,71.26
2023-09-23,Bananas,342.1,82.74
2024-10-17,Milk Almond,42.5,119.37
2025-03-05,Strawberries,388.4,113.316
2023-09-10,Rice Basmati,1832.1,40.97
2023-02-09,Pears,323.6,65.97
2025-07-28,Tomatoes Cherry,358.2,38.32
2025-07-13,Onions White,341.3,29.72
2025-12-21,Strawberries,338.6,78.62
2024-04-23,Yogurt Strawberry,438.5,157.58399999999995
2024-10-02,Soybeans,780.0,32.13
2023-02-25,Butter,40.2,42.43
2025-04-01,Yogurt Strawberry,496.6,62.27
2024-08-01,Rice Basmati,1618.6,51.12
2023-09-14,Yogurt Strawberry,177.4,139.5
2023-04-15,Eggplant,314.3,21.47
2023-07-12,Yogurt Strawberry,158.0,70.65
2024-04-04,Broccoli,348.4,23.748
2023-06-27,Strawberries,181.5,75.08
2024-12-09,Barley,1890.8,59.556
2024-07-21,Soybeans,1418.9,39.14
2024-05-24,Milk Almond,371.2,49.29
2024-10-18,Lettuce,235.8,22.8
2025-10-30,Apples Red,135.9,97.94
2024-06-25,Cucumbers,473.3,22.55
2025-03-25,Cream,258.1,54.072
2023-01-07,Milk Fresh,295.1,28.38
2025-12-30,Rice Basmati,670.5,43.58
2023-04-17,Wheat Durum,1565.0,46.61
2024-11-21,Grapes Green,371.0,94.11
2023-10-20,Pineapple,132.8,58.43
2023-09-26,Milk Almond,475.4,107.544
2023-05-22,Corn Yellow,2026.2,58.46
2024-12-20,Cheese Cheddar,184.6,82.91
2025-10-21,Broccoli,109.1,17.34
2024-03-04,Rice Basmati,564.5,36.89
2024-12-19,Milk Almond,88.4,88.73
2024-09-22,Quinoa,1085.1,55.1
2024-07-13,Eggs Organic,58.8,117.47
2024-12-26,Blueberries,79.7,92.24
2025-11-19,Wheat Durum,570.9,31.55
2025-10-12,Cream,168.4,50.32
2025-11-18,Cheese Cheddar,133.9,156.684
2025-04-26,Oranges,315.7,76.94
2024-10-09,Wheat Durum,1756.5,41.26
2024-06-09,Oats,1205.2,46.08
2025-07-31,Yogurt Plain,164.0,99.78
2024-01-02,Cheese Cheddar,119.4,37.54
2024-02-08,Grapes Green,295.9,42.83
2023-09-18,Cauliflower,597.2,38.27
2023-09-18,Corn White,1492.0,32.59
2023-06-05,Peaches,250.5,57.38
2024-01-11,Soybeans,1006.8,38.59199999999999
2024-04-29,Onions White,519.2,27.84
2024-12-29,Pineapple,283.7,95.4
2023-05-21,Potatoes Sweet,327.5,39.18
2024-01-31,Soybeans,1913.9,51.37
2024-07-14,Quinoa,1824.7,49.224
2024-04-07,Rice Premium,1908.0,43.53
2023-06-17,Onions White,684.2,34.3
2025-07-08,Potatoes,536.9,37.17
2023-05-18,Tomatoes Fresh,435.2,25.62
2023-04-07,Yogurt Strawberry,97.3,33.96
2024-04-27,Mangoes,91.5,93.68
2025-03-02,Soybeans,944.0,50.99
2023-05-13,Cheese Cheddar,97.3,109.52
2025-01-17,Cheese Feta,319.2,66.708
2025-09-14,Milk Almond,300.8,66.71
2023-04-05,Cheese Feta,304.4,35.34
2023-06-03,Apples Red,397.0,73.57
2024-07-14,Broccoli,141.5,30.18
2024-03-07,Cheese Mozzarella,389.1,30.54
2024-11-08,Cabbage,174.6,32.95
2024-07-23,Wheat Durum,774.7,45.35
2023-06-22,Bananas,474.2,75.61
2023-01-31,Wheat Organic,602.1,35.73
2024-03-10,Cheese Cheddar,458.7,66.3
2024-06-01,Wheat Organic,1047.1,53.8
2023-07-24,Zucchini,356.6,24.33
2023-07-15,Spinach,456.0,16.22
2024-10-11,Cauliflower,360.4,17.75
2023-06-11,Carrots Baby,722.2,18.192
2023-11-26,Carrots Baby,201.5,37.968
2023-02-08,Bananas,226.3,91.3
2023-02-08,Cauliflower,543.7,15.52
2024-07-10,Butter,200.7,144.12
2023-03-12,Barley,758.4,50.72
2024-05-26,Tomatoes Cherry,169.4,19.95
2025-02-28,Pineapple,127.9,70.9
2025-06-08,Butter,239.2,34.78
2024-08-12,Milk Fresh,455.9,31.86
2025-05-02,Peppers Bell,241.2,34.93
2023-07-16,Mangoes,233.2,50.3
2023-05-07,Strawberries,373.9,84.48
2024-07-17,Cheese Feta,77.8,36.384
2023-02-05,Rice Premium,709.8,54.16
2025-09-23,Butter,228.0,96.53
2023-08-22,Corn White,1829.0,33.97
2024-08-10,Spinach,424.7,35.868
2025-03-18,Pineapple,98.7,52.94
2025-04-29,Eggplant,148.8,36.81
2025-06-08,Oranges,371.0,86.26
2025-03-07,Cheese Cheddar,440.3,165.29999999999998
2025-07-12,Wheat Durum,1170.2,31.74
2025-01-25,Yogurt Strawberry,384.0,110.96
2023-11-12,Cauliflower,674.8,37.63
2025-11-04,Wheat Durum,1356.1,59.04
2024-01-03,Mangoes,253.9,62.67
2023-02-22,Apples Green,270.5,57.58
2023-02-14,Pineapple,309.5,62.8
2023-03-31,Mangoes,154.1,80.69
2025-06-30,Mangoes,432.0,66.2
2023-07-15,Grapes Green,201.9,89.68
2024-10-01,Wheat Organic,888.5,37.0
2024-04-01,Cauliflower,578.7,31.37
2023-09-18,Pineapple,271.6,53.088
2024-08-27,Wheat Organic,1526.4,50.31
2023-09-15,Cheese Mozzarella,279.3,94.032
2023-09-28,Quinoa,1164.7,34.76
2025-03-31,Grapes Red,281.0,95.07
2025-10-09,Apples Red,226.7,42.59
2025-04-16,Yogurt Greek,344.0,32.65
2023-03-31,Butter,120.4,109.46
2025-11-11,Yogurt Plain,104.9,44.72
2024-07-12,Quinoa,1898.2,56.34
2025-01-26,Apples Green,436.9,118.09199999999998
2025-12-09,Cauliflower,106.6,34.56
2024-11-05,Oats,1362.0,37.692
2023-06-28,Grapes Red,262.7,60.32
2025-11-15,Carrots Baby,570.5,38.31
2024-01-13,Eggs Organic,73.3,61.51
2023-11-02,Oranges,445.4,84.99
2025-09-18,Blueberries,291.8,98.7
2025-07-16,Yogurt Plain,369.9,51.14
2025-08-12,Yogurt Greek,103.8,51.68
2024-06-13,Milk Almond,282.0,71.95
2024-03-30,Potatoes Sweet,110.2,15.22
2024-11-17,Raspberries,244.4,107.316
2025-02-27,Bananas,50.4,71.74
2024-02-03,Eggs,423.1,112.99
2024-09-02,Mangoes,158.3,54.58
2024-10-02,Cheese Feta,252.3,90.036
2025-06-28,Cheese Cheddar,185.3,115.83
2023-12-04,Milk Fresh,373.0,91.188
2023-08-25,Potatoes Sweet,578.6,34.75
2025-07-07,Yogurt Strawberry,186.7,124.7
2023-12-07,Cabbage,380.3,39.864
2024-08-24,Blueberries,240.2,65.78
2025-07-14,Peaches,293.0,45.55
2023-03-18,Corn Yellow,1104.1,58.37
2025-02-13,Plums,75.7,41.09
2023-12-05,Wheat Durum,1891.3,41.06
2024-08-03,Corn Yellow,1014.8,55.47599999999999
2024-12-29,Oranges,107.1,112.992
2024-03-19,Grapes Red,382.8,61.32
2023-08-01,Tomatoes Fresh,202.1,38.28
2024-01-11,Grapes Green,507.9,109.128
2024-05-09,Corn White,784.7,56.64
2023-01-04,Grapes Green,304.8,55.15
2024-05-31,Eggs Organic,387.6,95.22
2025-06-16,Apples Green,409.5,91.776
2025-01-12,Oats,1227.5,55.34
2025-12-25,Cream,356.4,80.25
2023-12-07,Tomatoes Fresh,301.5,34.41
2025-09-28,Peaches,391.7,84.06
2025-01-08,Eggs Organic,266.6,105.81
2025-10-10,Corn White,913.5,40.86
2024-08-07,Carrots Baby,459.5,25.3
2025-10-10,Apples Green,82.2,55.73
2024-06-29,Yogurt Greek,303.3,55.23
2023-12-05,Cheese Cheddar,297.8,31.84
2023-03-10,Apples Green,139.6,110.628
2024-09-18,Onions White,399.8,38.74
2024-10-16,Pineapple,394.2,71.37
2025-04-03,Milk Almond,488.6,75.756
2025-02-13,Cheese Feta,211.8,82.42
2024-05-04,Rice Basmati,1520.5,52.596
2023-01-08,Cheese Cheddar,283.7,78.432
2024-09-19,Eggplant,471.6,27.408
2023-02-17,Peppers Bell,476.8,37.78
2024-02-17,Lettuce,333.1,17.56
2024-09-13,Wheat Durum,1915.3,48.66
2025-06-05,Tomatoes Fresh,750.2,33.5
2023-01-25,Wheat Durum,1151.7,50.77
2023-05-31,Bananas,350.6,93.71
2025-12-24,Onions White,512.3,33.33
2025-08-10,Milk Fresh,226.2,142.392
2024-10-25,Yogurt Plain,165.3,25.06
2023-02-02,Carrots,155.7,25.77
2024-06-15,Wheat Organic,1153.4,38.91
2023-10-18,Corn Yellow,725.7,59.78
2024-06-07,Spinach,647.0,46.188
2024-09-12,Tomatoes Fresh,546.2,23.51
2024-05-18,Yogurt Strawberry,302.9,123.3
2023-09-16,Tomatoes Fresh,423.0,32.75
2024-11-23,Cheese Cheddar,386.0,101.42
2024-09-25,Barley,1802.1,38.64
2025-04-22,Milk Almond,364.5,143.07
2023-10-16,Onions White,501.3,17.61
2024-05-03,Spinach,128.1,39.01199999999999
2024-07-23,Corn White,1395.9,56.98
2025-05-31,Oranges Navel,173.6,57.38
2023-04-08,Wheat Durum,1498.8,45.91
2025-10-31,Cabbage,172.1,18.36
2023-07-08,Soybeans,1761.5,57.62
2023-02-15,Oranges,61.5,91.34
2023-08-09,Plums,248.9,51.07
2023-08-04,Oranges,88.9,73.47
2025-08-09,Oranges Navel,134.8,47.44
2023-05-08,Yogurt Greek,370.8,133.44
2023-10-13,Cheese Cheddar,182.9,63.15
2023-12-09,Oats,1844.8,57.32
2023-05-14,Grapes Red,240.1,73.3
2023-08-07,Barley,605.4,42.66
2023-05-24,Cabbage,105.1,44.268
2024-01-20,Yogurt Strawberry,309.6,72.49
2023-11-21,Barley,1612.3,50.04
2024-01-28,Milk Almond,200.9,140.19
2024-06-06,Wheat Organic,1258.6,52.09
2025-03-13,Cheese Mozzarella,256.8,39.27
2025-06-03,Blueberries,282.3,74.91
2024-07-04,Rice Basmati,1219.9,52.51
2023-06-11,Cucumbers,509.5,31.95
2025-01-28,Strawberries,291.9,46.72
2025-10-10,Barley,1811.3,44.84
2024-09-20,Broccoli,297.9,35.65
2025-01-06,Corn White,1570.4,30.26
2023-12-24,Milk Fresh,450.9,94.03
2024-11-30,Soybeans,1949.1,47.56
2024-08-02,Strawberries,211.9,93.02
2024-03-15,Cheese Cheddar,421.3,31.584
2023-12-23,Plums,173.1,42.52
2024-09-29,Pears,105.1,75.15
2024-10-01,Barley,1078.5,41.448
2024-04-26,Yogurt Plain,268.4,36.45
2024-06-03,Tomatoes Cherry,333.9,21.51
2023-08-06,Potatoes,414.5,28.91
2023-11-11,Oats,1908.4,39.91
2024-01-27,Soybeans,922.9,55.37
2024-12-01,Onions White,529.9,39.03
2025-11-04,Tomatoes Fresh,379.7,24.924
2025-10-23,Peaches,230.1,69.07
2024-05-11,Eggplant,136.7,34.28
2023-08-31,Cheese Cheddar,138.8,137.856
2025-12-26,Eggs Organic,109.1,129.672
2025-09-04,Milk Fresh,197.5,123.24
2024-02-18,Mangoes,296.7,61.99
2023-09-07,Quinoa,1466.4,36.18
2023-07-09,Yogurt Greek,481.2,109.45
2023-09-23,Grapes Red,359.0,59.81
2025-05-02,Tomatoes Cherry,568.0,36.64
2024-08-16,Quinoa,1285.8,54.74
2024-07-23,Eggplant,512.5,42.732
2025-07-30,Potatoes Sweet,534.7,18.096
2024-06-17,Bananas,220.9,87.708
2025-11-25,Wheat Durum,1636.5,47.12
2024-02-26,Cheese Cheddar,123.3,138.06
2024-01-09,Plums,507.1,96.58
2023-08-26,Corn Yellow,1999.5,47.76
2023-07-21,Rice Basmati,912.0,45.5
2025-12-03,Cheese Feta,62.0,95.24
2024-04-07,Wheat Organic,1268.4,57.07
2025-07-07,Apples Red,282.6,90.576
2025-06-03,Spinach,564.7,30.88
2025-11-28,Soybeans,1051.7,33.42
2025-03-23,Potatoes,312.4,27.03
2025-12-08,Onions White,339.9,32.6
2023-05-24,Apples Green,145.5,95.72
2025-03-04,Cucumbers,292.2,21.468
2025-12-17,Eggs Organic,286.6,46.77
2025-12-09,Apples Red,237.4,101.124
2025-12-17,Milk Fresh,74.6,158.16
2023-11-05,Yogurt Plain,328.3,115.74
2023-10-26,Cheese Feta,409.3,105.06
2025-03-23,Peppers Bell,496.8,21.28
2024-12-09,Cream,397.9,46.596
2024-05-03,Eggplant,206.6,28.08
2025-10-30,Soybeans,1161.2,41.34
2023-02-26,Cucumbers,525.6,17.79
2023-10-25,Mangoes,90.9,80.59
2023-02-09,Quinoa,1250.4,30.75
2023-10-23,Yogurt Greek,484.3,72.88
2023-04-23,Wheat Durum,1113.6,33.2
2024-05-20,Wheat Organic,2398.0,47.84
2024-02-03,Milk Almond,414.6,47.772
2025-11-18,Yogurt Greek,455.5,39.33
2024-12-23,Eggs Organic,338.7,34.74
2025-12-25,Carrots Baby,226.0,33.23
2024-03-15,Cheese Feta,378.5,51.34
2024-08-30,Milk Almond,373.0,178.38
2025-01-13,Grapes Green,100.4,76.59
2023-11-11,Raspberries,516.3,90.28
2023-02-10,Eggplant,546.4,37.94
2024-09-16,Soybeans,656.4,31.05
2023-03-27,Cheese Cheddar,156.9,52.23
2023-01-14,Wheat Durum,1020.1,56.62
2025-05-04,Plums,204.2,93.51
2024-08-02,Butter,418.8,141.26399999999998
2023-11-12,Wheat Durum,1651.1,30.25
2025-06-11,Raspberries,317.0,45.5
2025-07-02,Yogurt Greek,358.2,148.24
2023-05-19,Apples Red,312.5,66.48
2024-12-13,Pineapple,268.4,91.848
2023-08-15,Rice Basmati,1063.7,32.5
2023-06-24,Corn Yellow,1261.6,38.412
2024-12-18,Yogurt Plain,93.0,123.97
2025-01-18,Cheese Feta,25.2,93.6
2025-10-16,Lettuce,452.2,35.41
2025-08-15,Corn Yellow,1521.8,31.9
2023-04-07,Bananas,206.5,64.56
2024-01-02,Onions White,402.0,17.29
2024-10-12,Blueberries,56.6,40.4
2024-10-02,Corn Yellow,2277.8,31.69
2023-11-30,Mangoes,74.4,66.36
2023-10-01,Oranges,162.4,92.54
2025-09-25,Yogurt Strawberry,211.5,162.384
2023-03-03,Peaches,377.3,52.91
2025-03-02,Bananas,322.2,93.6
2023-11-30,Potatoes,187.5,30.252
2024-02-05,Eggs,117.1,108.86
2024-11-22,Soybeans,1907.2,35.91
2024-11-07,Zucchini,244.2,21.96
2023-12-27,Tomatoes Fresh,457.1,33.372
2023-03-14,Apples Red,119.6,97.3
2024-05-09,Cucumbers,493.1,34.55
2023-02-19,Lettuce,529.3,18.98
2023-04-21,Oats,545.7,45.59
2024-08-15,Yogurt Strawberry,131.5,26.28
2024-05-10,Eggs,93.0,49.94
2024-12-03,Rice Premium,959.6,58.32
2023-01-23,Cucumbers,555.1,30.69
2023-06-01,Cauliflower,403.4,32.052
2024-09-17,Carrots Baby,359.8,26.64
2024-11-26,Mangoes,389.8,59.41
2025-08-29,Strawberries,106.4,96.27
2025-09-24,Cheese Mozzarella,163.4,47.46
2024-12-05,Broccoli,379.2,39.77
2025-10-11,Rice Premium,1776.2,31.66
2023-09-22,Pears,54.3,98.47
2023-07-26,Cheese Feta,134.6,29.38
2024-04-22,Cucumbers,335.3,15.72
2024-10-08,Onions White,458.9,33.52
2023-06-30,Butter,267.0,89.9
2024-09-25,Cheese Cheddar,452.2,83.45
2025-02-22,Wheat Durum,569.6,58.71
2025-04-18,Onions White,344.5,25.94
2025-04-13,Pineapple,262.8,57.18
2023-01-09,Cheese Feta,425.0,84.43
2024-03-29,Plums,394.1,94.27
2025-12-03,Cabbage,528.5,18.65
2024-09-26,Potatoes,106.6,31.74
2025-01-04,Corn White,1977.2,45.0
2023-10-27,Yogurt Greek,255.7,109.152
2023-10-02,Potatoes Sweet,127.3,22.36
2023-12-10,Blueberries,189.4,45.0
2024-11-13,Spinach,465.3,32.43
2025-03-03,Oats,994.6,53.93
2025-09-26,Apples Green,369.5,90.6
2023-11-05,Peaches,71.2,106.224
2023-09-18,Wheat Durum,582.7,58.29
2024-04-01,Raspberries,297.6,54.82
2024-10-29,Cheese Mozzarella,111.9,34.47
2023-03-16,Spinach,527.2,34.42
2025-05-13,Milk Almond,270.5,109.6
2025-03-15,Corn Yellow,1034.1,43.872
2025-03-02,Barley,1379.4,36.58
2025-03-08,Wheat Organic,1497.5,49.28
2024-07-12,Peppers Bell,183.0,34.66
2023-10-05,Oranges,358.7,99.3
2023-03-05,Carrots Baby,120.1,28.62
2025-06-04,Onions White,140.9,38.06
2025-10-21,Bananas,291.6,60.024
2024-10-30,Yogurt Strawberry,229.5,32.76
2025-02-01,Corn White,1082.3,31.15
2025-09-29,Cream,324.0,145.09
2023-05-02,Eggs Organic,231.1,54.12
2023-09-23,Milk Almond,49.3,134.74
2023-06-12,Butter,352.3,96.87
2023-10-11,Cream,230.1,107.27
2023-09-20,Corn White,1156.9,57.85
2024-01-26,Wheat Organic,505.5,59.99
2025-05-22,Rice Premium,2009.8,49.69199999999999
2024-04-16,Cheese Mozzarella,491.5,37.11
2025-08-31,Yogurt Strawberry,386.2,105.14
2024-05-05,Yogurt Strawberry,162.1,124.92
2025-06-26,Eggs,75.6,53.41
2025-07-26,Tomatoes Fresh,158.8,30.72
2025-09-17,Yogurt Plain,244.9,90.276
2023-07-30,Bananas,213.4,81.432
2024-10-22,Yogurt Strawberry,330.9,104.39
2024-02-19,Plums,95.2,40.0
2023-03-10,Tomatoes Cherry,544.7,27.72
2025-04-20,Barley,507.1,59.07
2024-02-08,Eggs Organic,176.1,40.72
2025-11-13,Cheese Mozzarella,209.2,58.43
2025-08-13,Onions Red,289.0,37.39
2024-01-15,Cheese Cheddar,212.1,47.86
2025-07-25,Cucumbers,323.5,45.672
2025-04-07,Broccoli,119.4,38.22
2024-06-22,Cheese Mozzarella,102.5,131.53
2023-11-25,Cucumbers,228.4,31.28
2024-08-17,Potatoes,232.1,23.14
2025-05-26,Strawberries,357.8,54.7
2023-04-30,Wheat Organic,975.9,53.12
2023-02-15,Lettuce,304.8,26.98
2024-10-03,Tomatoes Fresh,514.7,31.07
2023-03-06,Zucchini,519.5,23.32
2024-01-12,Grapes Green,305.4,62.37
2024-06-21,Bananas,145.2,86.46
2023-03-27,Grapes Red,140.8,59.86
2023-09-19,Onions Red,237.6,36.64
2024-07-05,Yogurt Plain,478.3,95.472
2025-01-10,Soybeans,1615.7,54.27
2023-10-02,Strawberries,223.0,81.07
2023-05-13,Pineapple,243.4,43.05
2025-04-14,Butter,46.9,106.8
2023-06-24,Cheese Cheddar,50.6,29.0
2024-01-16,Corn White,1882.6,69.86399999999999
2024-12-14,Apples Green,118.4,96.99
2024-08-11,Cheese Cheddar,198.7,117.34
2023-08-02,Wheat Durum,529.2,51.47
2024-08-05,Cauliflower,472.4,16.21
2025-12-08,Soybeans,1543.6,36.55
2025-01-30,Apples Red,323.8,97.3
2024-03-16,Eggplant,121.3,37.42
2024-12-01,Strawberries,123.6,74.37
2025-03-20,Cucumbers,458.3,39.22
2023-02-23,Yogurt Plain,350.6,38.23
2025-06-20,Butter,52.3,136.86
2023-12-09,Wheat Organic,1274.7,30.41
2024-12-08,Oranges Navel,283.8,42.5
2024-03-24,Rice Premium,1688.5,30.3
2024-12-27,Quinoa,1712.6,61.236
2024-02-02,Raspberries,297.6,71.79
2023-12-26,Soybeans,550.2,44.55
2023-12-24,Carrots Baby,237.9,23.11
2025-10-13,Butter,459.7,88.48
2025-04-20,Raspberries,162.9,60.84
2024-04-15,Tomatoes Fresh,403.1,37.04
2023-12-12,Oranges,347.4,69.888
2025-12-13,Cauliflower,117.6,15.98
2024-07-29,Yogurt Plain,44.3,108.15
2025-10-07,Corn White,1036.2,45.07
2023-12-20,Strawberries,105.8,117.876
2025-04-14,Carrots Baby,500.8,36.32
2023-08-02,Eggs,242.0,126.56
2024-11-11,Soybeans,827.1,59.05
2025-09-25,Soybeans,800.6,32.82
2024-07-10,Eggs Organic,93.5,69.97
2024-08-30,Carrots,354.4,44.172
2024-07-11,Eggs Organic,161.7,116.73
2023-02-04,Oats,1461.3,48.75
2023-05-06,Cheese Cheddar,257.1,101.6
2023-03-28,Onions White,288.7,27.15
2025-08-31,Yogurt Greek,345.4,76.78
2023-11-05,Yogurt Strawberry,465.3,98.24
2025-04-11,Corn Yellow,1383.7,46.69
2025-08-24,Milk Fresh,211.6,65.45
2024-11-25,Barley,1442.7,46.2
2024-01-14,Yogurt Greek,76.0,133.93
2024-03-04,Quinoa,545.1,46.43
2025-03-09,Barley,1417.6,56.028
2024-09-17,Cheese Cheddar,164.4,87.96
2023-07-11,Milk Fresh,261.2,45.59
2025-04-03,Corn Yellow,1754.1,59.27
2023-01-01,Quinoa,1485.5,67.452
2024-01-11,Grapes Red,387.0,50.28
2025-02-05,Cream,432.8,50.07
2023-06-22,Yogurt Greek,422.2,113.1
2024-09-23,Peaches,98.4,44.86
2024-10-15,Milk Almond,392.7,45.72
2025-04-19,Eggs,499.3,112.58
2024-01-20,Wheat Organic,1843.1,57.79
2025-08-13,Lettuce,552.0,30.53
2024-07-29,Grapes Red,326.5,96.2
2024-08-05,Pineapple,363.5,46.56
2023-08-03,Peppers Bell,282.9,29.73
2023-08-25,Oats,1660.5,48.95
2023-04-10,Wheat Durum,1704.5,55.59
2025-03-30,Pineapple,165.1,53.56
2024-08-30,Broccoli,363.5,33.64
2024-03-15,Apples Green,332.6,71.31
2025-03-31,Oats,1043.1,53.664
2024-10-29,Milk Fresh,75.5,26.86
2025-05-02,Cheese Mozzarella,163.7,48.45
2024-12-31,Strawberries,217.7,97.8
2023-11-01,Cheese Mozzarella,434.9,85.536
2025-06-01,Cream,118.6,104.64
2024-11-01,Spinach,346.9,26.59
2023-10-30,Cucumbers,535.7,36.57
2023-05-14,Pears,302.6,43.98
2025-04-18,Peppers Bell,460.5,27.25
2024-08-03,Rice Basmati,1398.9,45.82
2023-09-24,Quinoa,1185.4,55.62
2023-03-05,Tomatoes Fresh,444.6,19.42
2023-10-19,Eggs Organic,292.3,83.088
2023-10-20,Oranges,80.9,44.99
2024-07-21,Cabbage,545.9,36.09
2024-01-12,Eggplant,605.5,30.09
2023-06-08,Potatoes Sweet,308.2,15.57
2025-07-01,Zucchini,414.0,21.33
2023-03-12,Mangoes,106.7,99.85
2024-05-24,Yogurt Plain,386.5,54.81
2024-03-05,Tomatoes Fresh,101.6,38.49
2025-08-10,Spinach,114.7,27.35
2024-10-23,Tomatoes Fresh,310.3,27.06
2023-04-16,Pears,168.3,88.2
2024-09-24,Zucchini,162.2,29.076
2025-11-16,Yogurt Strawberry,212.8,158.472
2024-03-17,Zucchini,524.9,19.98
2024-03-19,Eggs,122.6,133.908
2024-08-20,Plums,208.7,83.81
2025-10-13,Eggs Organic,427.0,30.26
2024-03-11,Corn White,1976.5,41.73
2024-08-16,Corn Yellow,1091.7,30.27
2025-08-18,Cream,231.1,117.44
2023-05-09,Lettuce,136.2,26.112
2024-08-27,Pineapple,235.3,41.8
2023-06-07,Strawberries,103.4,84.228
2025-07-06,Carrots Baby,404.6,30.12
2023-12-24,Blueberries,98.5,88.4
2023-10-07,Zucchini,176.0,34.476
2024-08-31,Soybeans,1663.7,56.86
2023-03-30,Cream,25.7,69.04
