id,product_name,category,region,date,quantity_sold,unit_price,total_revenue,supplier,customer_type,season,weather_condition,demand_score
4817,Corn White,Grains,Gurgaon,2023-04-14,1190.9,47.01,55984.21,AgriCorp Ltd,Restaurant,Autumn,Stormy,9.9
4818,Strawberries,Fruits,North Delhi,2024-01-08,446.7,76.17,34025.14,DairyBest,Institution,Summer,Sunny,9.4
4819,Soybeans,Grains,Gurgaon,2024-10-25,2117.6,42.78,90590.93,PremiumAgri,Restaurant,Winter,Stormy,6.0
4820,Cucumbers,Vegetables,Central Delhi,2025-11-01,166.3,33.07,5499.54,FarmFresh,Wholesale,Summer,Stormy,5.7
4821,Pineapple,Fruits,West Delhi,2024-06-30,156.5,95.11,14884.72,DairyBest,Institution,Summer,Cloudy,5.8
4822,Milk Fresh,Dairy,South Delhi,2025-04-26,30.7,116.47,3575.63,GreenFields,Retail,Autumn,Cloudy,6.5
4823,Cucumbers,Vegetables,East Delhi,2025-04-10,290.6,37.92,11019.55,DairyBest,Wholesale,Autumn,Foggy,5.8
4824,Soybeans,Grains,Gurgaon,2025-12-05,1607.1,49.27,79181.82,AgriCorp Ltd,Institution,Monsoon,Cloudy,8.9
4825,Eggs,Dairy,Faridabad,2024-08-01,249.9,60.79,15191.42,SmartFarms,Retail,Spring,Cloudy,7.1
4826,Quinoa,Grains,Noida,2025-08-04,559.0,41.675999999999995,19414.07,UrbanFarms,Export,Spring,Cloudy,7.4
4827,Grapes Red,Fruits,Gurgaon,2025-07-01,80.6,114.86399999999999,7715.03,AgriCorp Ltd,Export,Monsoon,Windy,7.0
4828,Pineapple,Fruits,East Delhi,2023-06-10,375.5,86.78,32585.89,FarmFresh,Institution,Summer,Cloudy,5.9
4829,Oranges,Fruits,Faridabad,2024-02-25,156.8,99.62,15620.42,FreshFruits,Restaurant,Monsoon,Stormy,8.0
4830,Pineapple,Fruits,North Delhi,2024-04-17,272.2,91.24,24835.53,FarmFresh,Institution,Autumn,Foggy,5.8
4831,Milk Almond,Dairy,West Delhi,2025-10-20,72.5,116.19,8423.77,SmartFarms,Institution,Winter,Windy,7.4
4832,Apples Green,Fruits,West Delhi,2025-04-22,164.7,92.05199999999999,12634.14,OrganicValley,Export,Autumn,Sunny,9.3
4833,Cream,Dairy,East Delhi,2025-08-24,334.4,173.184,48260.61,OrganicValley,Export,Spring,Rainy,9.2
4834,Zucchini,Vegetables,East Delhi,2023-10-10,315.2,15.43,4863.54,FarmFresh,Wholesale,Winter,Cloudy,9.7
4835,Bananas,Fruits,Gurgaon,2023-03-20,395.8,62.3,24658.34,UrbanFarms,Restaurant,Spring,Windy,5.1
4836,Tomatoes Fresh,Vegetables,Ghaziabad,2023-02-17,252.4,43.956,9245.41,AgriCorp Ltd,Export,Monsoon,Foggy,5.4
4837,Eggplant,Vegetables,Noida,2024-10-02,593.1,29.97,17775.21,FarmFresh,Retail,Winter,Stormy,5.7
4838,Eggs Organic,Dairy,Central Delhi,2025-01-05,194.4,91.37,17762.33,NatureHarvest,Wholesale,Summer,Stormy,8.5
4839,Spinach,Vegetables,Faridabad,2025-12-02,474.1,21.49,10188.41,PremiumAgri,Retail,Monsoon,Windy,8.2
4840,Rice Basmati,Grains,North Delhi,2024-06-21,1623.0,37.272,50410.38,OrganicValley,Export,Summer,Stormy,6.3
4841,Wheat Organic,Grains,East Delhi,2025-10-29,1403.4,40.36,56641.22,GreenFields,Restaurant,Winter,Rainy,6.5
4842,Apples Green,Fruits,Faridabad,2025-09-17,362.8,73.39,26625.89,PremiumAgri,Retail,Autumn,Windy,7.6
4843,Rice Premium,Grains,Ghaziabad,2025-01-10,523.3,48.41,25332.95,SmartFarms,Restaurant,Summer,Windy,6.7
4844,Eggplant,Vegetables,Central Delhi,2023-10-05,195.7,38.08,7452.26,PremiumAgri,Wholesale,Winter,Sunny,9.3
4845,Wheat Durum,Grains,Ghaziabad,2024-04-12,1034.2,40.67,42060.91,OrganicValley,Retail,Autumn,Foggy,9.8
4846,Corn Yellow,Grains,West Delhi,2023-08-21,1740.9,30.58,53236.72,FreshFruits,Restaurant,Spring,Sunny,10.0
4847,Yogurt Strawberry,Dairy,Gurgaon,2024-09-28,313.1,102.64,32136.58,FreshFruits,Retail,Autumn,Rainy,9.3
4848,Milk Fresh,Dairy,Faridabad,2023-02-17,348.2,145.22,50565.6,FreshFruits,Restaurant,Monsoon,Sunny,8.8
4849,Mangoes,Fruits,North Delhi,2025-07-05,92.6,57.1,5287.46,SmartFarms,Retail,Monsoon,Cloudy,9.8
4850,Potatoes,Vegetables,Noida,2023-08-04,333.2,36.46,12148.47,FarmFresh,Restaurant,Spring,Windy,7.7
4851,Pineapple,Fruits,Faridabad,2023-08-26,223.2,97.94,21860.21,NatureHarvest,Institution,Spring,Windy,5.1
4852,Corn White,Grains,Greater Noida,2024-05-06,1293.4,56.31,72831.35,AgriCorp Ltd,Restaurant,Winter,Rainy,5.9
4853,Yogurt Greek,Dairy,Ghaziabad,2024-09-25,468.8,54.45,25526.16,GreenFields,Wholesale,Autumn,Rainy,8.9
4854,Eggs,Dairy,West Delhi,2025-03-09,443.5,63.04,27958.24,PremiumAgri,Restaurant,Spring,Sunny,5.4
4855,Eggs Organic,Dairy,Faridabad,2025-05-24,293.8,65.96,19379.05,PremiumAgri,Institution,Winter,Foggy,9.1
4856,Butter,Dairy,Faridabad,2023-07-06,316.3,73.488,19370.21,FarmFresh,Export,Monsoon,Foggy,6.0
4857,Carrots,Vegetables,Ghaziabad,2025-10-05,165.2,22.836000000000002,3143.76,PremiumAgri,Export,Winter,Windy,6.0
4858,Cheese Feta,Dairy,Faridabad,2023-05-02,386.3,123.576,39781.17,SmartFarms,Export,Winter,Stormy,5.1
4859,Cheese Feta,Dairy,Greater Noida,2023-04-03,48.0,161.988,6479.52,AgriCorp Ltd,Export,Autumn,Sunny,7.4
4860,Lettuce,Vegetables,Gurgaon,2025-03-27,219.9,37.87,8327.61,OrganicValley,Restaurant,Spring,Cloudy,6.0
4861,Quinoa,Grains,Faridabad,2025-10-19,820.1,59.29,48623.73,AgriCorp Ltd,Restaurant,Winter,Stormy,5.8
4862,Spinach,Vegetables,South Delhi,2023-09-25,328.8,30.023999999999997,8226.58,DairyBest,Export,Autumn,Cloudy,8.4
4863,Corn White,Grains,Gurgaon,2024-04-17,1360.1,36.65,49847.66,NatureHarvest,Wholesale,Autumn,Stormy,9.9
4864,Pineapple,Fruits,Greater Noida,2023-11-14,193.1,93.45,18045.19,OrganicValley,Restaurant,Summer,Foggy,6.5
4865,Grapes Red,Fruits,Faridabad,2024-03-01,243.8,64.1,15627.58,FreshFruits,Wholesale,Spring,Cloudy,9.1
4866,Butter,Dairy,Noida,2024-11-04,264.5,141.41,37402.94,PremiumAgri,Wholesale,Summer,Sunny,7.9
4867,Peaches,Fruits,Gurgaon,2024-11-16,320.2,58.72,18802.14,SmartFarms,Institution,Summer,Windy,5.1
4868,Milk Almond,Dairy,Ghaziabad,2024-02-03,458.7,85.03,39003.26,NatureHarvest,Retail,Monsoon,Foggy,7.9
4869,Barley,Grains,Central Delhi,2024-04-28,1405.5,37.8,53127.9,NatureHarvest,Retail,Autumn,Cloudy,10.0
4870,Wheat Durum,Grains,East Delhi,2025-03-28,1727.9,45.86,79241.49,GreenFields,Wholesale,Spring,Stormy,7.7
4871,Strawberries,Fruits,West Delhi,2023-09-04,264.0,58.14,15348.96,GreenFields,Retail,Autumn,Cloudy,9.1
4872,Blueberries,Fruits,Central Delhi,2025-06-01,244.8,64.49,15787.15,NatureHarvest,Institution,Summer,Sunny,7.4
4873,Cucumbers,Vegetables,West Delhi,2024-05-22,481.7,23.904,9595.46,SmartFarms,Export,Winter,Cloudy,8.3
4874,Lettuce,Vegetables,East Delhi,2025-10-14,247.7,20.06,4968.86,FarmFresh,Institution,Winter,Cloudy,7.3
4875,Grapes Green,Fruits,Ghaziabad,2025-03-12,388.9,58.78,22859.54,SmartFarms,Restaurant,Spring,Cloudy,9.3
4876,Rice Basmati,Grains,East Delhi,2024-05-06,2130.7,54.11,115292.18,OrganicValley,Wholesale,Winter,Foggy,6.4
4877,Yogurt Greek,Dairy,Faridabad,2025-04-28,163.5,140.4,22955.4,NatureHarvest,Institution,Autumn,Cloudy,7.3
4878,Oranges,Fruits,Central Delhi,2025-04-19,376.1,83.316,26112.62,OrganicValley,Export,Autumn,Rainy,9.6
4879,Rice Premium,Grains,Gurgaon,2025-11-24,1416.5,64.368,75981.06,UrbanFarms,Export,Summer,Windy,8.9
4880,Yogurt Strawberry,Dairy,Faridabad,2023-12-15,202.9,35.196,5951.06,UrbanFarms,Export,Monsoon,Sunny,9.5
4881,Strawberries,Fruits,Faridabad,2025-05-05,393.1,67.6,26573.56,AgriCorp Ltd,Restaurant,Winter,Stormy,7.0
4882,Rice Basmati,Grains,West Delhi,2025-02-10,1017.2,52.7,53606.44,UrbanFarms,Retail,Monsoon,Sunny,8.6
4883,Corn White,Grains,Ghaziabad,2023-08-16,1067.4,47.147999999999996,41938.15,AgriCorp Ltd,Export,Spring,Sunny,6.6
4884,Broccoli,Vegetables,Greater Noida,2025-05-06,271.9,33.72,9168.47,FarmFresh,Institution,Winter,Foggy,6.1
4885,Cream,Dairy,South Delhi,2025-02-21,416.9,50.82,17655.72,AgriCorp Ltd,Export,Monsoon,Cloudy,6.3
4886,Eggplant,Vegetables,Noida,2024-01-18,280.3,25.68,7198.1,DairyBest,Retail,Summer,Cloudy,7.8
4887,Rice Premium,Grains,Central Delhi,2023-02-23,706.9,49.98,35330.86,UrbanFarms,Wholesale,Monsoon,Cloudy,6.5
4888,Grapes Red,Fruits,Central Delhi,2025-08-10,196.1,47.67,9348.09,AgriCorp Ltd,Retail,Spring,Foggy,6.8
4889,Butter,Dairy,Central Delhi,2024-09-13,97.9,133.18,13038.32,GreenFields,Retail,Autumn,Sunny,6.2
4890,Oats,Grains,West Delhi,2023-04-28,1103.8,42.684,39262.17,AgriCorp Ltd,Export,Autumn,Windy,7.4
4891,Eggplant,Vegetables,Gurgaon,2024-08-27,190.7,15.78,3009.25,SmartFarms,Restaurant,Spring,Sunny,6.4
4892,Carrots,Vegetables,North Delhi,2025-11-13,261.3,36.95,9655.04,FreshFruits,Retail,Summer,Foggy,6.4
4893,Tomatoes Fresh,Vegetables,East Delhi,2024-06-04,252.4,35.616,7491.23,AgriCorp Ltd,Export,Summer,Sunny,6.0
4894,Yogurt Plain,Dairy,West Delhi,2023-06-27,288.5,101.96,29415.46,SmartFarms,Institution,Summer,Sunny,6.6
4895,Spinach,Vegetables,East Delhi,2025-02-09,332.3,28.15,9354.24,DairyBest,Retail,Monsoon,Cloudy,8.9
4896,Cucumbers,Vegetables,Faridabad,2025-08-27,573.1,26.387999999999998,12602.47,NatureHarvest,Export,Spring,Rainy,10.0
4897,Raspberries,Fruits,Faridabad,2023-05-18,391.6,63.84,20833.12,FarmFresh,Export,Winter,Rainy,5.3
4898,Strawberries,Fruits,Central Delhi,2023-03-07,396.4,76.72,30411.81,UrbanFarms,Wholesale,Spring,Stormy,5.1
4899,Tomatoes Cherry,Vegetables,Central Delhi,2023-04-09,208.2,27.32,5688.02,PremiumAgri,Wholesale,Autumn,Stormy,7.0
4900,Tomatoes Cherry,Vegetables,Gurgaon,2025-03-23,139.4,32.28,4499.83,PremiumAgri,Retail,Spring,Rainy,9.3
4901,Mangoes,Fruits,Faridabad,2023-01-26,266.0,92.42,24583.72,FarmFresh,Retail,Summer,Sunny,6.6
4902,Milk Fresh,Dairy,Faridabad,2024-03-13,493.0,117.58,57966.94,UrbanFarms,Restaurant,Spring,Cloudy,7.2
4903,Zucchini,Vegetables,Faridabad,2025-01-15,722.6,43.668,26295.41,PremiumAgri,Export,Summer,Windy,9.1
4904,Rice Premium,Grains,South Delhi,2024-07-05,1660.5,51.959999999999994,71899.65,UrbanFarms,Export,Monsoon,Foggy,5.9
4905,Quinoa,Grains,Central Delhi,2024-10-25,1723.2,33.95,58502.64,AgriCorp Ltd,Retail,Winter,Windy,6.3
4906,Pears,Fruits,Gurgaon,2025-04-17,327.1,59.0,19298.9,AgriCorp Ltd,Retail,Autumn,Foggy,6.9
4907,Carrots,Vegetables,East Delhi,2025-12-05,205.4,29.25,6007.95,OrganicValley,Retail,Monsoon,Windy,6.8
4908,Cheese Cheddar,Dairy,West Delhi,2023-02-25,191.2,146.60399999999998,23358.9,UrbanFarms,Export,Monsoon,Sunny,7.9
4909,Barley,Grains,South Delhi,2023-04-11,1658.0,33.15,54962.7,AgriCorp Ltd,Wholesale,Autumn,Cloudy,5.6
4910,Corn White,Grains,Ghaziabad,2025-05-02,2248.0,53.95,121279.6,GreenFields,Retail,Winter,Sunny,6.2
4911,Grapes Red,Fruits,East Delhi,2023-01-10,85.1,70.02,5958.7,AgriCorp Ltd,Restaurant,Summer,Foggy,8.9
4912,Cauliflower,Vegetables,Ghaziabad,2023-04-12,158.2,37.9,5995.78,UrbanFarms,Restaurant,Autumn,Cloudy,6.7
4913,Corn Yellow,Grains,Ghaziabad,2024-05-31,2048.4,55.66,114013.94,UrbanFarms,Retail,Winter,Rainy,7.4
4914,Plums,Fruits,North Delhi,2025-12-26,202.9,78.1,15846.49,AgriCorp Ltd,Restaurant,Monsoon,Foggy,7.1
4915,Onions Red,Vegetables,Faridabad,2025-03-09,557.6,35.5,19794.8,FarmFresh,Institution,Spring,Rainy,7.8
4916,Yogurt Plain,Dairy,Central Delhi,2025-07-04,395.6,65.56,25935.54,NatureHarvest,Institution,Monsoon,Foggy,5.7
4917,Blueberries,Fruits,North Delhi,2025-10-01,149.9,92.92,13928.71,PremiumAgri,Institution,Winter,Rainy,8.1
4918,Lettuce,Vegetables,Noida,2024-11-09,652.3,20.11,13117.75,SmartFarms,Institution,Summer,Sunny,8.3
4919,Lettuce,Vegetables,Ghaziabad,2024-12-13,425.7,25.28,10761.7,FreshFruits,Retail,Monsoon,Cloudy,6.3
4920,Rice Basmati,Grains,North Delhi,2024-12-05,1508.1,59.72,90063.73,SmartFarms,Retail,Monsoon,Sunny,5.7
4921,Cheese Feta,Dairy,Gurgaon,2024-11-28,59.4,137.42,8162.75,GreenFields,Retail,Summer,Cloudy,6.9
4922,Wheat Durum,Grains,East Delhi,2024-06-20,757.7,57.9,43870.83,SmartFarms,Institution,Summer,Rainy,7.2
4923,Rice Premium,Grains,Gurgaon,2023-11-16,1383.6,38.832,44773.3,OrganicValley,Export,Summer,Foggy,9.6
4924,Yogurt Strawberry,Dairy,Greater Noida,2025-04-28,426.0,86.97,37049.22,SmartFarms,Restaurant,Autumn,Foggy,8.8
4925,Raspberries,Fruits,Gurgaon,2025-04-04,282.4,63.77,18008.65,NatureHarvest,Wholesale,Autumn,Sunny,6.1
4926,Cheese Mozzarella,Dairy,Central Delhi,2025-05-03,132.8,102.984,11396.9,DairyBest,Export,Winter,Sunny,8.0
4927,Zucchini,Vegetables,South Delhi,2023-04-10,341.2,39.59,13508.11,NatureHarvest,Retail,Autumn,Sunny,9.9
4928,Soybeans,Grains,Noida,2025-03-09,632.4,52.2,33011.28,FreshFruits,Retail,Spring,Foggy,9.3
4929,Cheese Mozzarella,Dairy,Central Delhi,2025-11-15,296.5,47.73,14151.94,GreenFields,Wholesale,Summer,Rainy,5.6
4930,Eggs Organic,Dairy,South Delhi,2024-06-14,355.4,45.15,16046.31,AgriCorp Ltd,Institution,Summer,Windy,8.6
4931,Soybeans,Grains,East Delhi,2025-09-14,964.0,59.97599999999999,48180.72,GreenFields,Export,Autumn,Windy,9.5
4932,Peaches,Fruits,East Delhi,2023-06-17,105.6,95.75,10111.2,OrganicValley,Retail,Summer,Cloudy,6.8
4933,Yogurt Strawberry,Dairy,South Delhi,2023-09-10,451.8,139.66,63098.39,OrganicValley,Institution,Autumn,Foggy,7.3
4934,Corn White,Grains,Gurgaon,2024-05-21,1396.4,31.7,44265.88,FarmFresh,Wholesale,Winter,Stormy,6.6
4935,Quinoa,Grains,Central Delhi,2024-09-01,980.1,56.87,55738.29,AgriCorp Ltd,Retail,Autumn,Windy,7.9
4936,Oranges Navel,Fruits,Greater Noida,2025-04-14,326.2,41.8,13635.16,DairyBest,Institution,Autumn,Windy,9.8
4937,Cucumbers,Vegetables,Ghaziabad,2025-03-23,162.6,34.26,4642.23,UrbanFarms,Export,Spring,Cloudy,5.8
4938,Corn White,Grains,Gurgaon,2023-01-17,1941.8,31.76,61671.57,PremiumAgri,Restaurant,Summer,Cloudy,5.7
4939,Potatoes,Vegetables,Ghaziabad,2024-10-21,328.0,32.97,10814.16,FreshFruits,Restaurant,Winter,Cloudy,6.2
4940,Pineapple,Fruits,South Delhi,2023-01-17,284.0,106.2,25134.0,DairyBest,Export,Summer,Windy,7.3
4941,Blueberries,Fruits,Greater Noida,2024-01-30,516.2,82.1,42380.02,SmartFarms,Institution,Summer,Sunny,8.8
4942,Butter,Dairy,Greater Noida,2023-11-09,449.1,89.74,40302.23,AgriCorp Ltd,Wholesale,Summer,Cloudy,7.7
4943,Tomatoes Fresh,Vegetables,Greater Noida,2023-04-23,569.3,30.17,17175.78,AgriCorp Ltd,Retail,Autumn,Sunny,5.7
4944,Potatoes,Vegetables,South Delhi,2023-01-07,694.1,21.04,14603.86,SmartFarms,Retail,Summer,Stormy,6.6
4945,Quinoa,Grains,Gurgaon,2025-04-21,784.8,60.036,39263.54,FreshFruits,Export,Autumn,Rainy,9.7
4946,Carrots Baby,Vegetables,West Delhi,2025-12-07,417.0,15.89,6626.13,OrganicValley,Retail,Monsoon,Foggy,8.8
4947,Wheat Durum,Grains,Ghaziabad,2023-03-03,1448.2,43.37,62808.43,PremiumAgri,Institution,Spring,Windy,7.7
4948,Potatoes,Vegetables,North Delhi,2024-09-16,170.1,33.42,5684.74,GreenFields,Institution,Autumn,Rainy,8.0
4949,Apples Green,Fruits,Ghaziabad,2025-07-28,218.8,88.91,19453.51,OrganicValley,Retail,Monsoon,Sunny,5.7
4950,Raspberries,Fruits,Noida,2025-10-31,389.6,64.0,24934.4,GreenFields,Institution,Winter,Windy,6.6
4951,Cheese Mozzarella,Dairy,North Delhi,2023-01-26,330.6,125.02,41331.61,FreshFruits,Restaurant,Summer,Sunny,5.9
4952,Grapes Red,Fruits,Noida,2025-06-19,210.2,88.86,18678.37,AgriCorp Ltd,Wholesale,Summer,Sunny,5.2
4953,Grapes Red,Fruits,West Delhi,2025-04-02,258.6,95.43,24678.2,SmartFarms,Wholesale,Autumn,Sunny,5.9
4954,Onions White,Vegetables,Faridabad,2025-02-25,483.7,34.04,16465.15,GreenFields,Institution,Monsoon,Cloudy,7.6
4955,Rice Premium,Grains,North Delhi,2025-03-21,1085.4,52.87,57385.1,SmartFarms,Institution,Spring,Cloudy,7.6
4956,Eggplant,Vegetables,North Delhi,2024-06-26,262.9,28.05,7374.34,PremiumAgri,Restaurant,Summer,Cloudy,5.3
4957,Broccoli,Vegetables,Central Delhi,2024-06-20,192.2,31.51,6056.22,FreshFruits,Institution,Summer,Sunny,7.9
4958,Raspberries,Fruits,East Delhi,2023-10-02,273.6,45.63,12484.37,NatureHarvest,Restaurant,Winter,Cloudy,6.5
4959,Cream,Dairy,Gurgaon,2025-08-25,260.3,120.11,31264.63,NatureHarvest,Restaurant,Spring,Stormy,8.1
4960,Grapes Red,Fruits,Greater Noida,2025-03-22,303.3,46.66,14151.98,AgriCorp Ltd,Institution,Spring,Foggy,5.7
4961,Butter,Dairy,North Delhi,2025-09-25,173.1,75.336,10867.22,DairyBest,Export,Autumn,Sunny,7.0
4962,Quinoa,Grains,North Delhi,2023-08-16,597.6,45.972,22894.06,UrbanFarms,Export,Spring,Foggy,5.2
4963,Blueberries,Fruits,Faridabad,2024-10-06,370.4,87.67,32472.97,FarmFresh,Institution,Winter,Windy,7.2
4964,Bananas,Fruits,Faridabad,2025-06-20,84.7,53.53,4533.99,SmartFarms,Retail,Summer,Stormy,5.5
4965,Potatoes Sweet,Vegetables,South Delhi,2025-12-11,309.2,18.66,4808.06,SmartFarms,Export,Monsoon,Rainy,7.1
4966,Cucumbers,Vegetables,Noida,2024-08-26,517.1,33.52,17333.19,PremiumAgri,Retail,Spring,Stormy,7.3
4967,Eggplant,Vegetables,East Delhi,2023-08-01,208.2,20.16,4197.31,UrbanFarms,Wholesale,Spring,Windy,8.0
4968,Plums,Fruits,South Delhi,2025-01-02,383.5,89.508,28605.27,UrbanFarms,Export,Summer,Windy,8.4
4969,Pineapple,Fruits,West Delhi,2024-10-11,333.4,62.23,20747.48,DairyBest,Wholesale,Winter,Sunny,9.8
4970,Potatoes,Vegetables,East Delhi,2023-09-27,178.3,31.77,5664.59,FarmFresh,Wholesale,Autumn,Sunny,5.3
4971,Cabbage,Vegetables,East Delhi,2024-02-23,543.2,27.86,15133.55,FarmFresh,Institution,Monsoon,Foggy,7.7
4972,Quinoa,Grains,Faridabad,2025-03-30,1008.5,44.81,45190.89,FarmFresh,Institution,Spring,Sunny,7.9
4973,Pineapple,Fruits,East Delhi,2025-08-15,293.4,81.43,23891.56,FreshFruits,Wholesale,Spring,Sunny,9.9
4974,Oranges,Fruits,Noida,2025-05-15,181.4,84.504,12774.19,DairyBest,Export,Winter,Windy,8.6
4975,Peaches,Fruits,Central Delhi,2024-01-12,468.1,90.25,42246.03,UrbanFarms,Retail,Summer,Foggy,7.8
4976,Plums,Fruits,Noida,2025-08-10,295.8,50.59,14964.52,NatureHarvest,Retail,Spring,Cloudy,6.9
4977,Cucumbers,Vegetables,South Delhi,2025-05-23,463.5,18.852,7281.59,GreenFields,Export,Winter,Foggy,6.5
4978,Rice Premium,Grains,West Delhi,2025-11-10,915.8,57.54,43912.61,PremiumAgri,Export,Summer,Foggy,7.5
4979,Cabbage,Vegetables,North Delhi,2025-01-29,365.9,27.79,10168.36,FreshFruits,Retail,Summer,Rainy,9.5
4980,Carrots,Vegetables,South Delhi,2024-02-15,356.4,20.21,7202.84,UrbanFarms,Wholesale,Monsoon,Windy,8.0
4981,Peppers Bell,Vegetables,West Delhi,2023-07-06,382.3,30.084,9584.26,OrganicValley,Export,Monsoon,Windy,9.7
4982,Grapes Red,Fruits,Greater Noida,2025-06-18,472.4,52.788000000000004,20780.88,DairyBest,Export,Summer,Rainy,7.3
4983,Soybeans,Grains,Central Delhi,2023-07-21,1542.4,41.08,63361.79,FarmFresh,Restaurant,Monsoon,Windy,9.0
4984,Wheat Organic,Grains,East Delhi,2023-09-25,1634.4,55.45,90627.48,SmartFarms,Restaurant,Autumn,Windy,8.3
4985,Oranges Navel,Fruits,Noida,2023-06-04,385.8,54.15,20891.07,AgriCorp Ltd,Institution,Summer,Stormy,7.0
4986,Peaches,Fruits,Ghaziabad,2025-09-11,176.0,101.964,14954.72,GreenFields,Export,Autumn,Rainy,6.9
4987,Milk Fresh,Dairy,Faridabad,2024-03-04,98.9,128.196,10565.49,GreenFields,Export,Spring,Rainy,5.3
4988,Onions Red,Vegetables,Noida,2024-03-17,460.6,38.016,14591.81,SmartFarms,Export,Spring,Sunny,6.1
4989,Raspberries,Fruits,North Delhi,2024-06-26,283.5,87.32,24755.22,DairyBest,Wholesale,Summer,Foggy,8.0
4990,Cheese Cheddar,Dairy,South Delhi,2024-02-11,247.5,133.41,33018.97,FreshFruits,Institution,Monsoon,Stormy,5.7
4991,Rice Premium,Grains,Noida,2025-10-09,1313.8,35.43,46547.93,GreenFields,Wholesale,Winter,Stormy,5.3
4992,Wheat Durum,Grains,North Delhi,2023-03-16,1877.7,56.33,105770.84,AgriCorp Ltd,Institution,Spring,Foggy,6.5
4993,Bananas,Fruits,Noida,2024-01-19,187.8,99.51,18687.98,FarmFresh,Institution,Summer,Sunny,7.1
4994,Yogurt Greek,Dairy,Faridabad,2024-01-15,256.3,29.05,7445.52,DairyBest,Wholesale,Summer,Stormy,7.8
4995,Tomatoes Fresh,Vegetables,North Delhi,2023-09-29,249.3,24.3,6057.99,AgriCorp Ltd,Retail,Autumn,Windy,9.3
4996,Barley,Grains,Central Delhi,2023-12-11,1681.7,44.4,74667.48,SmartFarms,Institution,Monsoon,Cloudy,5.9
4997,Yogurt Strawberry,Dairy,West Delhi,2023-08-10,152.4,108.28,16501.87,OrganicValley,Retail,Spring,Cloudy,7.9
4998,Corn White,Grains,Noida,2023-01-28,810.9,57.67,46764.6,FreshFruits,Restaurant,Summer,Rainy,5.1
4999,Rice Basmati,Grains,North Delhi,2023-03-21,1345.9,38.73,52126.71,GreenFields,Retail,Spring,Stormy,8.8
5000,Tomatoes Cherry,Vegetables,Faridabad,2025-01-12,452.3,39.52,17874.9,AgriCorp Ltd,Institution,Summer,Cloudy,8.4
5001,Corn Yellow,Grains,Faridabad,2023-06-27,1237.8,42.827999999999996,44177.08,GreenFields,Export,Summer,Rainy,7.2
5002,Rice Basmati,Grains,East Delhi,2024-12-08,1935.7,32.5,62910.25,PremiumAgri,Retail,Monsoon,Stormy,6.9
5003,Mangoes,Fruits,Noida,2024-12-16,94.4,48.75,4602.0,OrganicValley,Institution,Monsoon,Stormy,7.7
5004,Wheat Organic,Grains,East Delhi,2025-12-07,1031.2,57.1,58881.52,GreenFields,Restaurant,Monsoon,Sunny,8.2
5005,Carrots,Vegetables,Greater Noida,2024-02-20,599.5,15.81,9478.1,NatureHarvest,Restaurant,Monsoon,Cloudy,7.5
5006,Milk Fresh,Dairy,South Delhi,2025-12-24,305.0,102.63,31302.15,OrganicValley,Retail,Monsoon,Stormy,9.0
5007,Potatoes Sweet,Vegetables,North Delhi,2023-06-29,277.4,16.33,4529.94,NatureHarvest,Institution,Summer,Sunny,8.0
5008,Grapes Green,Fruits,Noida,2025-06-30,392.6,76.03,29849.38,SmartFarms,Restaurant,Summer,Rainy,6.5
5009,Yogurt Strawberry,Dairy,South Delhi,2023-09-01,457.4,93.86,42931.56,UrbanFarms,Retail,Autumn,Sunny,6.4
5010,Onions White,Vegetables,Faridabad,2023-04-02,294.4,41.784,10251.01,DairyBest,Export,Autumn,Cloudy,9.6
5011,Cheese Feta,Dairy,Faridabad,2024-10-11,286.9,51.64,14815.52,GreenFields,Wholesale,Winter,Stormy,6.1
5012,Spinach,Vegetables,Noida,2025-07-25,472.0,20.91,9869.52,FreshFruits,Wholesale,Monsoon,Stormy,9.5
5013,Cheese Mozzarella,Dairy,Faridabad,2024-04-02,62.7,85.32,5349.56,FarmFresh,Retail,Autumn,Cloudy,7.4
5014,Rice Premium,Grains,South Delhi,2023-01-24,1027.9,47.55,48876.65,PremiumAgri,Institution,Summer,Stormy,8.8
5015,Strawberries,Fruits,Gurgaon,2024-03-28,132.8,71.85,9541.68,GreenFields,Wholesale,Spring,Cloudy,9.2
5016,Raspberries,Fruits,East Delhi,2025-12-06,195.7,66.1,12935.77,GreenFields,Retail,Monsoon,Cloudy,5.6
5017,Cheese Cheddar,Dairy,West Delhi,2024-05-14,72.3,130.32,7851.78,DairyBest,Export,Winter,Stormy,7.6
5018,Oranges Navel,Fruits,Faridabad,2024-11-23,340.3,49.76,16933.33,DairyBest,Restaurant,Summer,Foggy,6.8
5019,Cucumbers,Vegetables,Greater Noida,2025-07-06,471.7,21.84,8584.94,OrganicValley,Export,Monsoon,Sunny,8.3
5020,Butter,Dairy,North Delhi,2023-09-28,170.0,48.7,8279.0,OrganicValley,Restaurant,Autumn,Sunny,8.3
5021,Grapes Green,Fruits,South Delhi,2023-03-13,324.3,61.25,19863.38,OrganicValley,Restaurant,Spring,Rainy,9.7
5022,Carrots,Vegetables,Faridabad,2023-06-14,158.8,18.37,2917.16,NatureHarvest,Wholesale,Summer,Cloudy,9.0
5023,Rice Premium,Grains,Ghaziabad,2025-02-02,1723.8,69.84,100325.16,NatureHarvest,Export,Monsoon,Stormy,7.4
